id,name_levenshtein_simple,name_trigram_simple,name_levenshtein_term,name_trigram_term,city_levenshtein_simple,city_trigram_simple,city_levenshtein_term,city_trigram_term,zip_levenshtein_simple,zip_trigram_simple,zip_levenshtein_term,zip_trigram_term,street_levenshtein_simple,street_trigram_simple,street_levenshtein_term,street_trigram_term,website_levenshtein_simple,website_trigram_simple,website_levenshtein_term,website_trigram_term,phone_levenshtein,phone_trigram,fax_levenshtein,fax_trigram,street_number_levenshtein,street_number_trigram,phone_equality,fax_equality,street_number_equality,is_match
705#706,0.614286,0.571429,0.23809499999999997,0.366667,0.666667,0.666667,0.625,0.666667,?,?,?,?,?,?,?,?,?,?,?,?,0.181818181818,0.10000000149,?,?,?,?,n,m,m,1
1375#1387,0.909091,0.909091,0.702703,0.72973,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,0.181818181818,0.0909090936184,?,?,1.0,1.0,n,m,s,1
5353#5354,0.570833,0.5,0.413793,0.392857,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
8361#8363,0.666667,0.4,0.666667,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2606#2613,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
15233#15263,0.25,0.1,0.214286,0.12,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,-1
2182#2183,0.571429,0.571429,0.333333,0.363636,1,1,1,1,1,1,1,1,0.857143,0.857143,0.842105,0.842105,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
929#925,0.857143,0.857143,0.333333,0.785714,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
143#147,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
7392#7394,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2894#2895,0.6190479999999999,0.571429,0.625,0.538462,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8027#8039,0.0666667,0.0,0.153846,0.0,?,?,?,?,?,?,?,?,?,?,?,?,0.822222,0.75135,0.827586,0.583333,0.636363636364,0.411764711142,?,?,?,?,n,m,n,-1
997#1003,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
8165#8189,0.321693,0.0666667,0.307692,0.07692310000000001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
8398#8400,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2315#2317,0.5,0.5,0.529412,0.375,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.818181818182,0.600000023842,?,?,?,?,n,m,n,-1
1458#1460,0.8,0.8,0.56,0.576923,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
155#160,1.0,1.0,1.0,1.0,0.8,0.8,0.727273,0.73913,1,1,1,1,0.727273,0.727273,0.435897,0.5,?,?,?,?,?,?,?,?,?,?,m,m,n,1
1986#1983,0.571429,0.5,0.307692,0.388889,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
1272#1280,0.5,0.5,0.35,0.380952,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1150#1161,0.333333,0.333333,0.571429,0.384615,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2026#2028,0.653061,0.571429,0.6,0.41935500000000003,1,1,1,1,?,?,?,?,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2474#2478,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
908#917,1.0,1.0,1.0,1.0,0.3,0.0588235,0.3,0.0588235,0.666667,0.666667,0.333333,0.428571,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
12837#12838,0.27428600000000003,0.08830410000000001,0.136364,0.07894739999999999,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.4,0.235294118524,?,?,0.5,0.0,n,m,n,-1
4723#4724,0.5,0.4,0.263158,0.310345,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.333333343267,?,?,0.75,0.428571432829,n,m,n,-1
8862#8856,0.909091,0.909091,0.896552,0.9310350000000001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
101#105,0.8888889999999999,0.8888889999999999,0.771429,0.777778,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1538#1539,0.857143,0.857143,0.875,0.88,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
6718#6720,1.0,1.0,1.0,1.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2915#2908,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2558#2555,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1.0,1.0,?,?,1.0,1.0,s,m,s,1
636#647,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1806#1813,0.666667,0.666667,0.39534899999999995,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
2667#2680,0.471429,0.28571399999999997,0.153846,0.13333299999999998,?,?,?,?,?,?,?,?,?,?,?,?,0.760684,0.705882,0.538462,0.432432,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1076#1080,0.8,0.8,0.576923,0.576923,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1274#1278,0.666667,0.666667,0.41176499999999994,0.44444399999999995,0.833333,0.333333,1,1,?,?,?,?,0.138889,0.0222222,0.15,0.0277778,?,?,?,?,?,?,?,?,?,?,m,m,n,1
2067#2069,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.263157904148,?,?,?,?,n,m,n,1
2244#2237,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1254#1269,0.44444399999999995,0.4,0.45,0.296296,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2109#2111,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.75,0.428571432829,m,m,n,1
2217#2227,0.666667,0.666667,0.416667,0.647059,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8583#8584,0.260714,0.1,0.25,0.0689655,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
8168#8194,0.156313,0.0,0.173913,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
11235#11236,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
1523#1526,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
886#888,0.8,0.8,0.652174,0.666667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
5598#5601,0.32,0.11636400000000001,0.357143,0.0909091,1,1,1,1,?,?,?,?,0.52,0.419216,0.333333,0.181818,?,?,?,?,0.363636363636,0.117647059262,?,?,0.5,0.25,n,m,n,-1
7558#7557,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,0.334776,0.224942,0.261364,0.163043,1.0,1.0,?,?,1.0,1.0,s,m,s,1
12857#12858,0.571429,0.571429,0.652174,0.535714,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.6,0.333333343267,m,m,n,-1
8252#8269,0.12023800000000001,0.0,0.04,0.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2263#2264,0.177778,0.0,0.153846,0.0,1,1,1,1,?,?,?,?,0.728175,0.638889,0.571429,0.59375,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
1549#1555,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
193#5,0.16380999999999998,0.0,0.26087,0.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,0.272727272727,0.0909090936184,?,?,1.0,1.0,n,m,s,1
1085#1088,0.8,0.8,0.8125,0.8235290000000001,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1.0,1.0,?,?,1.0,1.0,s,m,s,1
4400#4404,0.5,0.357576,0.8888889999999999,0.583333,1,1,1,1,?,?,?,?,1,1,0.714286,1,?,?,?,?,?,?,?,?,?,?,m,m,n,1
8032#8040,0.13333299999999998,0.0,0.07142860000000001,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
1480#1482,0.666667,0.666667,0.388889,0.42105299999999996,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
3363#3367,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0.20216,0,0.210526,0,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
1814#1877,0.589286,0.5,0.48571400000000003,0.365854,0.833333,0.333333,1,1,?,?,?,?,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2817#2829,0.8,0.8,0.684211,0.684211,0.379167,0.0416667,0.15,0.0277778,1,1,1,1,0.909091,0.909091,0.892857,0.896552,?,?,?,?,?,?,?,?,?,?,m,m,n,1
8187#8188,0.29788400000000004,0.05925930000000001,0.178571,0.0444444,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.727272727273,0.352941185236,?,?,0.571428571429,0.272727280855,n,m,n,-1
3514#3516,0.175238,0.0,0.1875,0.0,1,1,1,1,1,1,1,1,0.579545,0.5,0.6,0.285714,?,?,?,?,?,?,?,?,0.666666666667,0.333333343267,m,m,n,-1
290#295,0.740741,0.666667,0.35,0.407407,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
4267#4268,1.0,1.0,1.0,1.0,0.952381,0.8,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,m,m,n,1
11868#11869,0.47222200000000003,0.164141,0.470588,0.14285699999999998,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
1312#1313,0.11428599999999998,0.0,0.11111099999999999,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2638#2633,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
12302#12303,0.676667,0.6,0.727273,0.45652200000000004,1,1,1,1,1,1,1,1,0.190476,0.0285714,0.263158,0.03125,?,?,?,?,1.0,1.0,0.727272727273,0.263157904148,0.5,0.25,s,n,n,-1
3499#3504,0.155,0.057142899999999996,0.28571399999999997,0.041666699999999994,1,1,1,1,1,1,1,1,0.15625,0.05,0.25,0.025,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
15465#15466,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.6,0.375,?,?,?,?,n,m,n,-1
8339#8341,0.194444,0.0333333,0.14285699999999998,0.037037,1,1,1,1,1,1,1,1,0.278912,0.0408163,0.28,0.0526316,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
8089#8184,0.0,0.0,0.08,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
14667#12668,0.537037,0.404762,0.5,0.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.333333343267,?,?,?,?,n,m,n,-1
2718#2731,0.6,0.6,0.458333,0.458333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
6955#6956,1.0,1.0,0.125,1.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
9991#9977,0.357143,0.28571399999999997,0.157895,0.121951,1,1,1,1,1,1,1,1,0.475679,0.314531,0.421053,0.230769,?,?,?,?,0.5,0.29411765933,0.5,0.29411765933,?,?,n,n,n,-1
4727#4728,0.34375,0.166667,0.277778,0.173913,1,1,1,1,1,1,1,1,0.288889,0,0.227273,0,?,?,?,?,0.454545454545,0.20000000298,?,?,0.5,0.25,n,m,n,-1
502#505,0.229167,0.0,0.0909091,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.277777791023,?,?,0.75,0.25,n,m,n,-1
13989#13990,0.48,0.4,0.266667,0.14285699999999998,1,1,1,1,1,1,1,1,0.866667,0.828571,0.92,0.793103,?,?,?,?,?,?,?,?,0.6,0.333333343267,m,m,n,-1
2055#2052,0.230159,0.0,0.291667,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
13991#13992,0.46969700000000003,0.244628,0.405405,0.22449000000000002,1,1,1,1,1,1,1,1,0.634921,0.558333,0.769231,0.606061,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2467#2478,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1551#1555,0.8,0.8,0.5,0.538462,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
15078#15079,0.36388899999999996,0.25,0.266667,0.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.222222223878,?,?,1.0,1.0,n,m,s,-1
2856#2861,0.8,0.8,0.461538,0.52,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8258#8260,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
1042#1044,0.8,0.8,0.578947,0.631579,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
1150#1158,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.818181818182,0.692307710648,?,?,1.0,1.0,n,m,s,1
1113#1115,1.0,1.0,0.14285699999999998,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
202#208,0.666667,0.666667,0.714286,0.75,0.666667,0.666667,0.454545,0.5,1,1,1,1,0.975,0.9,0.958333,0.785714,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2756#2750,0.666667,0.666667,0.466667,0.483871,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2372#2374,1.0,1.0,0.4,1.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
3690#3699,0.178571,0.047619,0.2,0.0526316,1,1,1,1,1,1,1,1,0.609375,0.515625,0.409091,0.242424,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,-1
15054#15055,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0.361111,0.165657,0.185185,0.125,?,?,?,?,0.8,0.571428596973,?,?,?,?,n,m,n,-1
4112#4123,0.591667,0.4,0.53125,0.254902,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
7728#7729,0.666667,0.666667,0.461538,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
12094#12095,0.35930700000000004,0.14228,0.261905,0.0784314,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.7,0.466666668653,?,?,?,?,n,m,n,-1
475596#720425,0.4,0.4,0.259259,0.307692,1,1,1,1,?,?,?,?,0.727273,0.727273,0.457143,0.5,?,?,?,?,?,?,?,?,?,?,m,m,n,1
669#667,1.0,1.0,0.95,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2909#2914,0.666667,0.666667,0.351351,0.538462,?,?,?,?,?,?,?,?,?,?,?,?,0.545455,0.469192,0.289474,0.305556,0.181818181818,0.0909090936184,?,?,1.0,1.0,n,m,s,1
9547#9622,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,1.0,1.0,?,?,s,s,n,1
15289#15335,0.3,0.05,0.357143,0.0384615,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8874#8880,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2874#2886,0.5,0.5,0.266667,0.333333,1,1,1,1,0.8,0.333333,0.8,0.333333,0.253968,0.0714286,0.166667,0.0294118,?,?,?,?,?,?,?,?,?,?,m,m,n,1
6570#6571,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
4209#4211,0.2,0.0,0.117647,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1277#1283,0.5625,0.5,0.5625,0.42105299999999996,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
8203#8188,0.281548,0.0166667,0.14285699999999998,0.0192308,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.263157904148,?,?,0.6,0.375,n,m,n,-1
2149#2154,0.75,0.6,0.909091,0.714286,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1766#1768,0.571429,0.3,0.571429,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
5667#5616,0.909091,0.909091,0.8235290000000001,0.852941,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
5670#5675,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
4367#4370,0.75,0.75,0.571429,0.5862069999999999,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
9123#9124,0.571429,0.571429,0.40625,0.424242,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.333333343267,?,?,?,?,n,m,m,1
2445#2454,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2049#2059,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
641#645,0.5,0.357143,0.526316,0.409091,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
2820#2821,0.769231,0.769231,0.777778,0.708333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
8196#8190,0.20202,0.0,0.0666667,0.0,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,0.545454545455,0.333333343267,?,?,?,?,n,m,m,-1
2486#2488,0.5,0.5,0.08333330000000001,0.214286,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
1385#1388,1.0,1.0,0.8461540000000001,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.666666666667,0.333333343267,m,m,n,1
327#334,0.24,0.0,0.166667,0.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2432#2437,0.4,0.4,0.214286,0.25,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
9005#9008,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
7161#7163,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2045#2048,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
4386#4388,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
7244#7245,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
7690#7691,0.666667,0.666667,0.48148100000000005,0.48148100000000005,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,-1
9249#9250,0.444118,0.382353,0.339623,0.309091,1,1,1,1,0.2,0,0.2,0,0.218615,0.0190476,0.230769,0.0212766,0.333333,0.285714,0.280702,0.126761,0.181818181818,0.0909090936184,?,?,?,?,n,m,n,-1
10926#10927,0.24906599999999998,0.061695900000000005,0.229167,0.0625,0.25,0.0333333,0.117647,0.037037,0.25,0,0.25,0,0.179487,0,0.166667,0,?,?,?,?,0.1,0.047619048506,?,?,?,?,n,m,n,-1
12424#12039,0.432828,0.24071599999999999,0.26087,0.190476,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.333333343267,0.5,0.285714298487,m,n,n,-1
3660#3664,0.21377,0.0879121,0.159091,0.08,1,1,1,1,1,1,1,1,0.25,0.0307692,0.291667,0.0652174,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
9100#9101,0.857143,0.857143,0.833333,0.833333,0.666667,0.666667,0.454545,0.5,0.8,0.5,0.8,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,m,1
9207#9208,0.325,0.05,0.357143,0.04,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,0.818181818182,0.714285731316,1.0,1.0,s,n,s,1
805#738,0.857143,0.857143,0.45652200000000004,0.8461540000000001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
853#849,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
9014#9022,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
8998#9007,0.75,0.75,0.612903,0.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1164#1157,0.666667,0.666667,0.6,0.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
9729#9730,0.18412699999999999,0.0285714,0.14285699999999998,0.027777800000000002,1,1,1,1,1,1,1,1,0.295918,0.0714286,0.314286,0.125,?,?,?,?,0.8,0.466666668653,?,?,?,?,n,m,n,-1
2555#2560,0.71875,0.666667,0.428571,0.54902,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
15041#15042,0.16071400000000002,0.0404762,0.125,0.07692310000000001,0.875,0.805556,0.869565,0.72,1,1,1,1,1,1,1,1,?,?,?,?,0.5,0.29411765933,?,?,1.0,1.0,n,m,s,-1
12949#12950,0.321429,0.25,0.384615,0.20512800000000003,1,1,1,1,?,?,?,?,0.433333,0.354167,0.5,0.259259,?,?,?,?,0.727272727273,0.5,?,?,?,?,n,m,n,-1
6#209,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
2459#2476,1.0,1.0,1.0,1.0,0.833333,0.333333,1,1,?,?,?,?,0.8,0.8,0.833333,0.833333,?,?,?,?,?,?,?,?,?,?,m,m,n,1
272#273,0.11875,0.0,0.157895,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.75,0.428571432829,m,m,n,1
2990#2991,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
11173#11174,0.190476,0.0238095,0.25,0.0294118,0.0909091,0,0.0909091,0,0.75,0.428571,0.75,0.428571,?,?,?,?,?,?,?,?,0.2,0.047619048506,?,?,?,?,n,m,m,-1
600#612,0.221429,0.0,0.125,0.0,1,1,1,1,0.8,0.333333,0.8,0.333333,0.177425,0,0.153846,0,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
3384#3385,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0.952381,0.8,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2158#2168,0.857143,0.857143,0.565217,0.636364,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
2016#2020,1.0,1.0,1.0,1.0,0.666667,0.666667,0.454545,0.5,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8177#8180,0.166667,0.08391610000000001,0.230769,0.08333330000000001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
1354#1355,0.857143,0.857143,0.727273,0.727273,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
14905#14906,0.51553,0.35,0.208333,0.138889,1,1,1,1,1,1,1,1,0.4125,0.3,0.368421,0.151515,?,?,?,?,0.4,0.222222223878,?,?,0.5,0.20000000298,n,m,n,-1
